CYP2C19_allele	African_American_Afro_Caribbean	American	Central_South_Asian	East_Asian	European	Latino	Near_Eastern	Oceanian	Sub_Saharan_African
*25/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*25/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*25/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*25/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*26/*26	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*26/*28	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*26/*29	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*3	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*26/*30	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*31	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*32	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*33	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*34	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*35	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*26/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*26/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*26/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*26/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*26/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*26/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*26/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*28/*28	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1.3690000000000001e-05
*28/*29	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*3	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	1.9980000000000002e-05
*28/*30	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*31	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*32	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*33	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*34	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*35	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	0.00023753999999999998
*28/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	0.0061353399999999995
*28/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	7.4e-09
*28/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	7.4e-09
*28/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	7.4e-09
*28/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	7.4e-09
*28/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	7.4e-09
*28/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	0.0001998
*29/*29	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*29/*3	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*29/*30	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*31	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*32	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*29/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*29/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*29/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*29/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*29/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*29/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*29/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*3/*3	7.84e-06	1.6e-07	0.00024649	0.00525625	2.56e-06	6.4e-07	0.00027225000000000003	0.02143296	7.2900000000000005e-06
*3/*30	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*31	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*32	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*33	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*34	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*35	8.904e-05	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	0.00017334
*3/*36	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*37	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*38	0.00415296	0.0006641600000000001	0.020535599999999998	0.0944385	0.0024214400000000004	0.00128448	0.0276342	0.071736	0.00447714
*3/*39	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-07	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*4	5.6e-09	8e-10	3.1399999999999997e-08	2.9e-05	7.36e-06	8.000000000000001e-07	3.3e-08	2.928e-07	5.4e-09
*3/*5	5.6e-09	8e-10	3.1399999999999997e-08	0.000464	3.2e-07	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*6	5.6e-09	8e-10	3.1399999999999997e-08	8.699999999999999e-05	9.6e-07	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*7	5.6e-09	8e-10	3.1399999999999997e-08	1.45e-05	3.2e-09	1.6e-09	3.3e-08	2.928e-07	5.4e-09
*3/*8	6.16e-06	8e-10	3.1399999999999997e-08	1.45e-07	1.088e-05	2.08e-06	3.3e-08	2.928e-07	5.4e-09
*3/*9	8.008e-05	8e-10	3.1399999999999997e-08	1.45e-05	2.24e-06	1.28e-06	3.3e-08	2.928e-07	0.0001458
*30/*30	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*30/*31	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*32	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*30/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*30/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*30/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*30/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*30/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*30/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*30/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*31/*31	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*31/*32	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*31/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*31/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*31/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*31/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*31/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*31/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*31/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*32/*32	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*32/*33	2e-12	2e-12	2e-12	8e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*32/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*32/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*32/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*32/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*32/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*32/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*32/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*32/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*32/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*32/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*32/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*32/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*33/*33	1e-12	1e-12	1e-12	4e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*33/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*33/*35	3.18e-08	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*33/*36	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*33/*37	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*33/*38	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*33/*39	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*33/*4	2e-12	2e-12	2e-12	8e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*33/*5	2e-12	2e-12	2e-12	1.28e-06	2e-10	2e-12	2e-12	2e-12	2e-12
*33/*6	2e-12	2e-12	2e-12	2.4e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*33/*7	2e-12	2e-12	2e-12	4e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*33/*8	2.2e-09	2e-12	2e-12	4e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*33/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*34/*34	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*34/*35	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*34/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*34/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*34/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*34/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*34/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*34/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*34/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*34/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*34/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*34/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*35/*35	0.00025281	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	0.0010304099999999998
*35/*36	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*35/*37	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*35/*38	0.023582880000000004	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	0.05322821999999999
*35/*39	3.18e-08	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*35/*4	3.18e-08	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	6.419999999999999e-08
*35/*5	3.18e-08	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	6.419999999999999e-08
*35/*6	3.18e-08	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	6.419999999999999e-08
*35/*7	3.18e-08	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	6.419999999999999e-08
*35/*8	3.498000000000001e-05	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	6.419999999999999e-08
*35/*9	0.00045474	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	0.0017333999999999997
*36/*36	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*36/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*36/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*36/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*36/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*36/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*36/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*36/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*36/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*36/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*37/*37	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*37/*38	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*37/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*37/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*37/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*37/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*37/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*37/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*37/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*38/*38	0.5499705600000001	0.68923204	0.42771600000000004	0.42419169	0.5725948900000001	0.6444878399999999	0.7012387600000001	0.060024999999999995	0.6874068099999999
*38/*39	1.4832e-06	1.6604e-06	1.308e-06	1.3025999999999998e-06	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*38/*4	1.4832e-06	1.6604e-06	1.308e-06	0.00026052000000000003	0.00348082	0.0008028	1.6748e-06	4.9e-07	1.6581999999999999e-06
*38/*5	1.4832e-06	1.6604e-06	1.308e-06	0.0041683200000000005	0.00015134000000000002	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*38/*6	1.4832e-06	1.6604e-06	1.308e-06	0.0007815599999999999	0.00045401999999999997	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*38/*7	1.4832e-06	1.6604e-06	1.308e-06	0.00013026000000000002	1.5134e-06	1.6056e-06	1.6748e-06	4.9e-07	1.6581999999999999e-06
*38/*8	0.0016315200000000002	1.6604e-06	1.308e-06	1.3025999999999998e-06	0.00514556	0.00208728	1.6748e-06	4.9e-07	1.6581999999999999e-06
*38/*9	0.02120976	1.6604e-06	1.308e-06	0.00013026000000000002	0.00105938	0.00128448	1.6748e-06	4.9e-07	0.044771399999999996
*39/*39	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*39/*4	2e-12	2e-12	2e-12	4e-10	4.6e-09	1e-09	2e-12	2e-12	2e-12
*39/*5	2e-12	2e-12	2e-12	6.4e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*39/*6	2e-12	2e-12	2e-12	1.1999999999999998e-09	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*39/*7	2e-12	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*39/*8	2.2e-09	2e-12	2e-12	2e-12	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*39/*9	2.8599999999999998e-08	2e-12	2e-12	2e-10	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*4/*4	1e-12	1e-12	1e-12	4e-08	5.29e-06	2.5e-07	1e-12	1e-12	1e-12
*4/*5	2e-12	2e-12	2e-12	1.28e-06	4.6e-07	1e-09	2e-12	2e-12	2e-12
*4/*6	2e-12	2e-12	2e-12	2.4e-07	1.38e-06	1e-09	2e-12	2e-12	2e-12
*4/*7	2e-12	2e-12	2e-12	4e-08	4.6e-09	1e-09	2e-12	2e-12	2e-12
*4/*8	2.2e-09	2e-12	2e-12	4e-10	1.564e-05	1.3e-06	2e-12	2e-12	2e-12
*4/*9	2.8599999999999998e-08	2e-12	2e-12	4e-08	3.22e-06	8.000000000000001e-07	2e-12	2e-12	5.3999999999999994e-08
*5/*5	1e-12	1e-12	1e-12	1.024e-05	1e-08	1e-12	1e-12	1e-12	1e-12
*5/*6	2e-12	2e-12	2e-12	3.84e-06	6e-08	2e-12	2e-12	2e-12	2e-12
*5/*7	2e-12	2e-12	2e-12	6.4e-07	2e-10	2e-12	2e-12	2e-12	2e-12
*5/*8	2.2e-09	2e-12	2e-12	6.4e-09	6.8e-07	2.5999999999999997e-09	2e-12	2e-12	2e-12
*5/*9	2.8599999999999998e-08	2e-12	2e-12	6.4e-07	1.4e-07	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*6/*6	1e-12	1e-12	1e-12	3.5999999999999994e-07	8.999999999999999e-08	1e-12	1e-12	1e-12	1e-12
*6/*7	2e-12	2e-12	2e-12	1.2e-07	5.999999999999999e-10	2e-12	2e-12	2e-12	2e-12
*6/*8	2.2e-09	2e-12	2e-12	1.1999999999999998e-09	2.0399999999999995e-06	2.5999999999999997e-09	2e-12	2e-12	2e-12
*6/*9	2.8599999999999998e-08	2e-12	2e-12	1.2e-07	4.1999999999999995e-07	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*7/*7	1e-12	1e-12	1e-12	1e-08	1e-12	1e-12	1e-12	1e-12	1e-12
*7/*8	2.2e-09	2e-12	2e-12	2e-10	6.8e-09	2.5999999999999997e-09	2e-12	2e-12	2e-12
*7/*9	2.8599999999999998e-08	2e-12	2e-12	2e-08	1.4e-09	1.6e-09	2e-12	2e-12	5.3999999999999994e-08
*8/*8	1.21e-06	1e-12	1e-12	1e-12	1.156e-05	1.69e-06	1e-12	1e-12	1e-12
*8/*9	3.146e-05	2e-12	2e-12	2e-10	4.759999999999999e-06	2.08e-06	2e-12	2e-12	5.3999999999999994e-08
*9/*9	0.00020449000000000002	1e-12	1e-12	1e-08	4.9e-07	6.4e-07	1e-12	1e-12	0.0007289999999999999
