CYP2C9_allele	African_American_Afro_Caribbean	American	Central_South_Asian	East_Asian	European	Latino	Near_Eastern	Oceanian	Sub_Saharan_African
*1/*35	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*36	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*37	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*38	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*39	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*4	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	0.00231624	1.9102e-06	1.8951999999999999e-06
*1/*40	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*41	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*42	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	0.01921	1.9934e-06	0.00019962000000000002	0.0009651	1.9102e-06	1.8951999999999999e-06
*1/*43	1.8506e-06	1.8607999999999998e-06	0.00019474000000000002	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*44	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	0.0005988599999999999	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*45	1.8506e-06	1.8607999999999998e-06	0.00038948000000000005	1.921e-06	0.00039868000000000005	0.0009981	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*46	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*47	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*48	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*49	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*5	0.02146696	0.0027912	1.9473999999999998e-06	1.921e-06	0.00039868000000000005	0.017366939999999997	0.0009651	1.9102e-06	0.01952056
*1/*50	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*51	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*52	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*53	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*54	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*55	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	0.0199784	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*56	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*57	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*58	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*59	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*6	0.0157301	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	0.00059802	0.0019962	1.9301999999999997e-06	1.9102e-06	0.01667776
*1/*60	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*61	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*62	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	0.00019934000000000003	0.00019962000000000002	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*63	1.8506e-06	1.8607999999999998e-06	0.0009737	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*64	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*65	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*66	1.8506e-06	1.8607999999999998e-06	0.0015579200000000002	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*67	1.8506e-06	1.8607999999999998e-06	0.00038948000000000005	1.921e-06	1.9934e-06	0.00019962000000000002	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*68	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*69	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*7	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*70	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*71	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*72	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*73	1.8506e-06	1.8607999999999998e-06	0.0007789600000000001	1.921e-06	0.00019934000000000003	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*74	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*75	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	1.8951999999999999e-06
*1/*8	0.1091854	0.037960320000000006	0.0019474	0.007107700000000001	0.00358812	0.014771880000000001	0.00115812	1.9102e-06	0.14365616
*1/*9	1.8506e-06	1.8607999999999998e-06	1.9473999999999998e-06	1.921e-06	1.9934e-06	1.9962e-06	1.9301999999999997e-06	1.9102e-06	0.24561792
*10/*10	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*10/*11	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*10/*12	2e-12	2e-12	2e-12	8e-10	2e-12	2e-12	2e-09	2e-12	2e-12
*10/*13	2e-12	2e-12	2e-12	6.5999999999999995e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*14	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-12	2e-12	2e-09	2e-12	2e-12
*10/*15	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*16	2e-12	2e-12	2e-12	3.8e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*17	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*18	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*19	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*2	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*10/*20	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*21	2e-12	2e-12	2e-12	2e-12	2e-10	5.999999999999999e-10	2e-12	2e-12	2e-12
*10/*22	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*23	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*24	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*25	2e-12	2e-12	2e-12	4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*26	2e-12	2e-12	2e-12	4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*27	2e-12	2e-12	2e-12	3.2e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*28	2e-12	2e-12	2e-12	4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*29	2e-12	2e-12	2e-12	4.4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*3	2.6999999999999997e-08	6.02e-08	2.198e-07	7.52e-08	1.51e-07	8.039999999999999e-08	1.65e-07	3.1199999999999995e-08	2.24e-08
*10/*30	2e-12	2e-12	2e-12	3.2e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*31	2e-12	2e-12	2e-12	3.2e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*32	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*33	2e-12	2e-12	2e-12	1.4e-09	2e-12	2e-12	2e-09	2e-12	2e-12
*10/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*35	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*38	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*4	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2.3999999999999996e-09	2e-12	2e-12
*10/*40	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*41	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*42	2e-12	2e-12	2e-12	2e-08	2e-12	2e-10	1e-09	2e-12	2e-12
*10/*43	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*44	2e-12	2e-12	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-12	2e-12	2e-12
*10/*45	2e-12	2e-12	4e-10	2e-12	4e-10	1e-09	2e-12	2e-12	2e-12
*10/*46	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*47	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*48	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*49	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*5	2.3199999999999996e-08	3e-09	2e-12	2e-12	4e-10	1.7399999999999997e-08	1e-09	2e-12	2.06e-08
*10/*50	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*51	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*52	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*53	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*54	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*55	2e-12	2e-12	2e-12	2.0799999999999998e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*56	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*57	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*58	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*59	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*6	1.7e-08	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-09	2e-12	2e-12	1.76e-08
*10/*60	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*61	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*62	2e-12	2e-12	2e-12	2e-12	2e-10	2e-10	2e-12	2e-12	2e-12
*10/*63	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*64	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*65	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*66	2e-12	2e-12	1.6e-09	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*67	2e-12	2e-12	4e-10	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12
*10/*68	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*69	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*7	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*70	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*71	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*72	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*73	2e-12	2e-12	8e-10	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12
*10/*74	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*75	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*10/*8	1.1799999999999998e-07	4.08e-08	2e-09	7.4e-09	3.5999999999999996e-09	1.48e-08	1.1999999999999998e-09	2e-12	1.516e-07
*10/*9	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2.592e-07
*11/*11	0.00019320999999999997	7.84e-06	1e-06	8.999999999999999e-08	2.56e-06	8.409999999999999e-06	1e-12	1e-12	0.00066049
*11/*12	2.7799999999999997e-08	5.6e-09	2e-09	2.4e-07	3.2e-09	5.799999999999999e-09	2e-09	2e-12	5.14e-08
*11/*13	2.7799999999999997e-08	5.6e-09	2e-09	1.9799999999999997e-06	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*14	2.7799999999999997e-08	5.6e-09	2e-09	1.7999999999999997e-07	3.2e-09	5.799999999999999e-09	2e-09	2e-12	5.14e-08
*11/*15	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*16	2.7799999999999997e-08	5.6e-09	2e-09	1.1399999999999999e-06	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*17	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*18	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*19	2.7799999999999997e-08	5.6e-09	2e-09	3e-07	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*2	0.00062272	0.00018704	0.0002276	1.2599999999999998e-06	0.00040736	0.00044254	2.5959999999999997e-07	5.8599999999999995e-08	0.00067334
*11/*20	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*21	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-07	1.7399999999999996e-06	2e-12	2e-12	5.14e-08
*11/*22	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*23	2.7799999999999997e-08	5.6e-09	2e-09	1.2e-07	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*24	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*25	2.7799999999999997e-08	5.6e-09	2e-09	1.2e-06	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*26	2.7799999999999997e-08	5.6e-09	2e-09	1.2e-06	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*27	2.7799999999999997e-08	5.6e-09	2e-09	9.6e-07	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*28	2.7799999999999997e-08	5.6e-09	2e-09	1.2e-06	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*29	2.7799999999999997e-08	5.6e-09	2e-09	1.32e-06	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*3	0.00037529999999999996	0.00016856	0.0002198	2.2559999999999997e-05	0.0002416	0.00023315999999999997	1.65e-07	3.1199999999999995e-08	0.00057568
*11/*30	2.7799999999999997e-08	5.6e-09	2e-09	9.6e-07	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*31	2.7799999999999997e-08	5.6e-09	2e-09	9.6e-07	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*32	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*33	2.7799999999999997e-08	5.6e-09	2e-09	4.1999999999999995e-07	3.2e-09	5.799999999999999e-09	2e-09	2e-12	5.14e-08
*11/*34	2.7799999999999997e-08	5.6e-09	2e-09	1.2e-07	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*35	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*36	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*37	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*38	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*39	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*4	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2.3999999999999996e-09	2e-12	5.14e-08
*11/*40	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*41	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*42	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-06	3.2e-09	5.8e-07	1e-09	2e-12	5.14e-08
*11/*43	2.7799999999999997e-08	5.6e-09	2.0000000000000002e-07	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*44	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	1.7399999999999996e-06	2e-12	2e-12	5.14e-08
*11/*45	2.7799999999999997e-08	5.6e-09	4.0000000000000003e-07	5.999999999999999e-10	6.4e-07	2.8999999999999998e-06	2e-12	2e-12	5.14e-08
*11/*46	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
*11/*47	2.7799999999999997e-08	5.6e-09	2e-09	5.999999999999999e-10	3.2e-09	5.799999999999999e-09	2e-12	2e-12	5.14e-08
