CYP2C9_allele	African_American_Afro_Caribbean	American	Central_South_Asian	East_Asian	European	Latino	Near_Eastern	Oceanian	Sub_Saharan_African
*17/*33	2e-12	2e-12	2e-12	1.4e-09	2e-12	2e-12	2e-09	2e-12	2e-12
*17/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*35	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*38	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*4	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2.3999999999999996e-09	2e-12	2e-12
*17/*40	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*41	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*42	2e-12	2e-12	2e-12	2e-08	2e-12	2e-10	1e-09	2e-12	2e-12
*17/*43	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*44	2e-12	2e-12	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-12	2e-12	2e-12
*17/*45	2e-12	2e-12	4e-10	2e-12	4e-10	1e-09	2e-12	2e-12	2e-12
*17/*46	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*47	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*48	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*49	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*5	2.3199999999999996e-08	3e-09	2e-12	2e-12	4e-10	1.7399999999999997e-08	1e-09	2e-12	2.06e-08
*17/*50	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*51	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*52	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*53	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*54	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*55	2e-12	2e-12	2e-12	2.0799999999999998e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*56	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*57	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*58	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*59	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*6	1.7e-08	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-09	2e-12	2e-12	1.76e-08
*17/*60	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*61	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*62	2e-12	2e-12	2e-12	2e-12	2e-10	2e-10	2e-12	2e-12	2e-12
*17/*63	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*64	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*65	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*66	2e-12	2e-12	1.6e-09	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*67	2e-12	2e-12	4e-10	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12
*17/*68	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*69	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*7	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*70	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*71	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*72	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*73	2e-12	2e-12	8e-10	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12
*17/*74	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*75	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*17/*8	1.1799999999999998e-07	4.08e-08	2e-09	7.4e-09	3.5999999999999996e-09	1.48e-08	1.1999999999999998e-09	2e-12	1.516e-07
*17/*9	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2.592e-07
*18/*18	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12	1e-12
*18/*19	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*2	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*18/*20	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*21	2e-12	2e-12	2e-12	2e-12	2e-10	5.999999999999999e-10	2e-12	2e-12	2e-12
*18/*22	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*23	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*24	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*25	2e-12	2e-12	2e-12	4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*26	2e-12	2e-12	2e-12	4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*27	2e-12	2e-12	2e-12	3.2e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*28	2e-12	2e-12	2e-12	4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*29	2e-12	2e-12	2e-12	4.4e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*3	2.6999999999999997e-08	6.02e-08	2.198e-07	7.52e-08	1.51e-07	8.039999999999999e-08	1.65e-07	3.1199999999999995e-08	2.24e-08
*18/*30	2e-12	2e-12	2e-12	3.2e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*31	2e-12	2e-12	2e-12	3.2e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*32	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*33	2e-12	2e-12	2e-12	1.4e-09	2e-12	2e-12	2e-09	2e-12	2e-12
*18/*34	2e-12	2e-12	2e-12	4e-10	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*35	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*36	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*37	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*38	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*39	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*4	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2.3999999999999996e-09	2e-12	2e-12
*18/*40	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*41	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*42	2e-12	2e-12	2e-12	2e-08	2e-12	2e-10	1e-09	2e-12	2e-12
*18/*43	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*44	2e-12	2e-12	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-12	2e-12	2e-12
*18/*45	2e-12	2e-12	4e-10	2e-12	4e-10	1e-09	2e-12	2e-12	2e-12
*18/*46	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*47	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*48	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*49	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*5	2.3199999999999996e-08	3e-09	2e-12	2e-12	4e-10	1.7399999999999997e-08	1e-09	2e-12	2.06e-08
*18/*50	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*51	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*52	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*53	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*54	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*55	2e-12	2e-12	2e-12	2.0799999999999998e-08	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*56	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*57	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*58	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*59	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*6	1.7e-08	2e-12	2e-12	2e-12	5.999999999999999e-10	2e-09	2e-12	2e-12	1.76e-08
*18/*60	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*61	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*62	2e-12	2e-12	2e-12	2e-12	2e-10	2e-10	2e-12	2e-12	2e-12
*18/*63	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*64	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*65	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*66	2e-12	2e-12	1.6e-09	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*67	2e-12	2e-12	4e-10	2e-12	2e-12	2e-10	2e-12	2e-12	2e-12
*18/*68	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*69	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*7	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*70	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*71	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*72	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*73	2e-12	2e-12	8e-10	2e-12	2e-10	2e-12	2e-12	2e-12	2e-12
*18/*74	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*75	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12
*18/*8	1.1799999999999998e-07	4.08e-08	2e-09	7.4e-09	3.5999999999999996e-09	1.48e-08	1.1999999999999998e-09	2e-12	1.516e-07
*18/*9	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2e-12	2.592e-07
*19/*19	1e-12	1e-12	1e-12	2.5e-07	1e-12	1e-12	1e-12	1e-12	1e-12
*19/*2	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	2.1e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*19/*20	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*21	2e-12	2e-12	2e-12	1e-09	2e-10	5.999999999999999e-10	2e-12	2e-12	2e-12
*19/*22	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*23	2e-12	2e-12	2e-12	2.0000000000000002e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*24	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*25	2e-12	2e-12	2e-12	2e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*26	2e-12	2e-12	2e-12	2e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*27	2e-12	2e-12	2e-12	1.6000000000000001e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*28	2e-12	2e-12	2e-12	2e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*29	2e-12	2e-12	2e-12	2.2e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*3	2.6999999999999997e-08	6.02e-08	2.198e-07	3.76e-05	1.51e-07	8.039999999999999e-08	1.65e-07	3.1199999999999995e-08	2.24e-08
*19/*30	2e-12	2e-12	2e-12	1.6000000000000001e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*31	2e-12	2e-12	2e-12	1.6000000000000001e-06	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*32	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*33	2e-12	2e-12	2e-12	7e-07	2e-12	2e-12	2e-09	2e-12	2e-12
*19/*34	2e-12	2e-12	2e-12	2.0000000000000002e-07	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*35	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*36	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*37	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*38	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*39	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*4	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2.3999999999999996e-09	2e-12	2e-12
*19/*40	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*41	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*42	2e-12	2e-12	2e-12	1e-05	2e-12	2e-10	1e-09	2e-12	2e-12
*19/*43	2e-12	2e-12	2e-10	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*44	2e-12	2e-12	2e-12	1e-09	2e-12	5.999999999999999e-10	2e-12	2e-12	2e-12
*19/*45	2e-12	2e-12	4e-10	1e-09	4e-10	1e-09	2e-12	2e-12	2e-12
*19/*46	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*47	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*48	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*49	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*5	2.3199999999999996e-08	3e-09	2e-12	1e-09	4e-10	1.7399999999999997e-08	1e-09	2e-12	2.06e-08
*19/*50	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*51	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*52	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*53	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*54	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*55	2e-12	2e-12	2e-12	1.04e-05	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*56	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*57	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*58	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*59	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*6	1.7e-08	2e-12	2e-12	1e-09	5.999999999999999e-10	2e-09	2e-12	2e-12	1.76e-08
*19/*60	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*61	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*62	2e-12	2e-12	2e-12	1e-09	2e-10	2e-10	2e-12	2e-12	2e-12
*19/*63	2e-12	2e-12	1e-09	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*64	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*65	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*66	2e-12	2e-12	1.6e-09	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*67	2e-12	2e-12	4e-10	1e-09	2e-12	2e-10	2e-12	2e-12	2e-12
*19/*68	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*69	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*7	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*70	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*71	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*72	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*73	2e-12	2e-12	8e-10	1e-09	2e-10	2e-12	2e-12	2e-12	2e-12
*19/*74	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*75	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2e-12
*19/*8	1.1799999999999998e-07	4.08e-08	2e-09	3.7e-06	3.5999999999999996e-09	1.48e-08	1.1999999999999998e-09	2e-12	1.516e-07
*19/*9	2e-12	2e-12	2e-12	1e-09	2e-12	2e-12	2e-12	2e-12	2.592e-07
*2/*2	0.00050176	0.00111556	0.012950439999999999	4.409999999999999e-06	0.01620529	0.005821690000000001	0.016848039999999998	0.00085849	0.00017161000000000002
*2/*20	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*21	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.546e-05	4.578e-05	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*22	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*23	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	8.4e-07	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*24	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*25	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	8.4e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*26	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	8.4e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*27	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	6.72e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*28	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	8.4e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*29	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	9.24e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*3	0.0006048	0.00201068	0.02501324	0.00015792	0.019222299999999998	0.00613452	0.021417000000000002	0.0009141599999999999	0.00029344
*2/*30	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	6.72e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*31	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	6.72e-06	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*32	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*33	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	2.94e-06	2.5459999999999996e-07	1.526e-07	0.0002596	5.8599999999999995e-08	2.62e-08
*2/*34	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	8.4e-07	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*35	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*36	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*37	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*38	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*39	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*4	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	0.00031151999999999997	5.8599999999999995e-08	2.62e-08
*2/*40	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*41	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*42	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.2e-05	2.5459999999999996e-07	1.5260000000000003e-05	0.0001298	5.8599999999999995e-08	2.62e-08
*2/*43	4.48e-08	6.679999999999999e-08	2.2760000000000002e-05	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*44	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	4.578e-05	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*45	4.48e-08	6.679999999999999e-08	4.5520000000000005e-05	4.1999999999999996e-09	5.092e-05	7.630000000000001e-05	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*46	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*47	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*48	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*49	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*5	0.00051968	0.0001002	2.2759999999999997e-07	4.1999999999999996e-09	5.092e-05	0.00132762	0.0001298	5.8599999999999995e-08	0.00026986
*2/*50	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*51	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*52	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*53	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*54	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*55	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.3679999999999995e-05	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*56	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*57	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*58	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*59	4.48e-08	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	2.5459999999999996e-07	1.526e-07	2.5959999999999997e-07	5.8599999999999995e-08	2.62e-08
*2/*6	0.00038080000000000004	6.679999999999999e-08	2.2759999999999997e-07	4.1999999999999996e-09	7.638e-05	0.00015260000000000002	2.5959999999999997e-07	5.8599999999999995e-08	0.00023056000000000002
